id,height,weight,bmi-gt,class-gt,CJWR,WHR,PAR,ES,FWR,MEH,CFR,CFR-HZJ,CFR-NSJ,CFR-FHH,CFR-FHN
290079.jpg,1.65,97.52,35.82,d,1.1923811452560933,1.6378142034036491,0.02029869916067428,44.497727957867546,1.3777935341830745,36.34151313699683,0.432,0.002399851865567862,0.002284914855683428,0.45373069519267667,0.4113100611823278
290167.jpg,1.57,68.04,27.6,c,1.2248234743514053,1.5089740852500277,0.023071301177790274,36.49899340044777,1.2321785383614596,29.25818804360578,0.419558416018593,0.0024973272831116133,0.0023974766629633886,0.43703227454453236,0.4027832146618587
290173.jpg,1.63,62.14,23.39,b,1.2370063154251396,1.5708720207669815,0.02805861022271438,32.51463191655894,1.3014705882352942,24.350045708484377,0.3456561440125228,0.0025415892942097264,0.0024684057964545697,0.3559041857549828,0.33570318831782153
290248.jpg,1.75,72.57,23.7,b,1.1980976412244155,1.7846038437413445,0.019111192672099393,42.022874266192275,1.233747047101947,29.297992397124364,0.385502918419981,0.0019175453023070525,0.002028934627133189,0.3643386535752428,0.4078966056771444
290250.jpg,1.88,94.35,26.69,c,1.2335266203566284,1.655420345287124,0.020102132122322817,43.001689169910165,1.2789612120104525,25.91825607409524,0.40557748458959664,0.0021343523015295183,0.002157296527337314,0.4012639091162855,0.409937430875087
290350.jpg,1.78,90.72,28.63,c,1.2324205061653433,1.5778689118182678,0.019689819713116386,46.48664043500373,1.3035369529787153,25.81511168288338,0.3786346151355412,0.001981402785974989,0.00198213569886519,0.3784946115069964,0.3787746705508629
290376.jpg,1.7,90.72,31.39,d,1.155145310273756,1.603333255078903,0.022028120707974223,38.52904417343767,1.280034772102237,33.3315622481581,0.3565565697025412,0.0021205206024890915,0.0020369340849990913,0.37118803086228175,0.3425018503498349
290384.jpg,1.63,65.77,24.75,b,1.2793024607152985,1.6484163247748762,0.023894276498048928,37.0,1.2576157413082674,29.04537314874639,0.35214502657555047,0.0021593832431729804,0.0022565982218233195,0.3369745053417331,0.3679985214790593
290391.jpg,1.8,90.72,28.0,c,1.1573452911951365,1.7278933371638958,0.021139578658795698,39.00304251913086,1.3028221877189128,24.920580128625044,0.39849578911023376,0.002276970099682675,0.0022512449272675166,0.40304943529835335,0.39399358994521
290392.jpg,1.91,115.67,31.71,d,1.1749012467579112,1.684632472178631,0.024113538307160953,36.513190160854535,1.538566951438474,26.43138583090565,0.475202457943748,0.0033230128612566703,0.003007068489276944,0.5251306663213232,0.430021308063551
290394.jpg,1.8,86.18,26.6,c,1.1987348778193982,1.6113060377337305,0.022648879315481367,42.011417495810655,1.560014244949207,25.31264440667564,0.4357398617703389,0.0029049324118022592,0.0026561604404404787,0.476550598487561,0.3984240660660718
290418.jpg,1.73,74.84,25.01,c,1.2335965371215412,1.5038167938931297,0.02009094833580625,41.00040948130154,1.29257854982097,42.01798316266029,0.38461747041039057,0.0020457218512110993,0.0019523729462456374,0.4030072046885866,0.3670668832315225
290503.jpg,1.78,86.18,27.2,c,1.1957254606353445,1.5412296238611756,0.024351388532960042,35.49051521511299,1.3224052633699765,30.453944485626494,0.393216957605985,0.0025868976853039606,0.002442152928402558,0.41652266146926314,0.371215278428055
290635.jpg,1.68,68.04,24.11,b,1.2695577663416833,1.5999570821578077,0.02840573652040551,32.49468145291368,1.519719522528539,24.944022840039935,0.4293212669683258,0.0033803776267816448,0.00320308741847136,0.45308410791169745,0.40680471253079203
290642.jpg,1.7,72.57,25.11,c,1.1892218143457476,1.6388134162770676,0.023874893653144384,34.00361386058707,1.3974674908518356,28.965269252243505,0.4568356898150777,0.0030248050033985234,0.002855000023179513,0.484006609129466,0.43119007788795183
